278	2	3299
279	0	1869
279	1	919
280	2	1059
281	2	525
282	0	110
282	1	2969
283	0	554
283	1	2243
284	0	110
284	1	1564
285	2	1798
286	2	1603
287	0	3330
287	1	3112
288	2	1656
289	2	1791
290	2	51
291	0	1679
291	1	439
292	2	2659
293	0	1392
293	1	2180
294	2	1609
295	2	1566
296	2	3007
297	0	1435
297	1	3181
298	0	780
298	1	536
299	0	693
299	1	812
300	0	1629
300	1	2878
301	0	320
301	1	1777
302	2	988
303	2	1254
304	0	3148
304	1	2520
305	0	1679
305	1	421
306	0	320
306	1	776
307	0	2443
307	1	2501
308	0	2504
308	1	1237
309	0	630
309	1	3181
310	2	849
311	0	780
311	1	3339
312	0	110
312	1	1239
313	2	2800
314	2	3055
315	2	1121
316	0	780
316	1	1778
317	0	1392
317	1	1389
318	2	540
319	0	1360
319	1	3181
320	0	2736
320	1	1389
321	2	1357
322	2	1688
323	2	1589
324	0	693
324	1	3181
325	0	882
325	1	1389
326	0	2107
326	1	3181
327	2	1933
328	0	1392
328	1	2714
329	0	2626
329	1	812
330	0	2443
330	1	3181
331	2	570
332	0	554
332	1	2054
333	2	520
334	0	1275
334	1	536
335	0	3330
335	1	2878
336	0	3277
336	1	536
337	0	3290
337	1	402
338	2	2702
339	2	1181
340	0	1869
340	1	1237
341	0	265
341	1	3181
342	2	3032
343	0	3330
343	1	893
344	0	460
344	1	421
345	0	2179
345	1	2713
346	2	1172
347	0	320
347	1	3112
348	0	3342
348	1	812
349	0	2718
349	1	1662
350	2	2886
351	2	983
352	2	1793
353	2	253
354	0	3342
354	1	1778
355	2	2333
356	2	1632
357	0	267
357	1	2069
358	2	2827
359	2	785
360	0	3148
360	1	2233
361	2	1485
362	0	454
362	1	1662
363	0	110
363	1	74
364	0	110
364	1	839
365	0	1869
365	1	2243
366	2	588
367	2	2697
368	0	2504
368	1	1389
369	2	79
370	0	3277
370	1	2567
371	2	913
372	0	110
372	1	2509
373	0	1248
373	1	2713
374	0	3342
374	1	3447
375	2	1314
376	2	1537
377	0	2454
377	1	2168
378	2	3393
379	0	3342
379	1	2233
380	0	554
380	1	2969
381	2	721
382	0	110
382	1	1063
383	0	2412
383	1	2471
384	0	3277
384	1	919
385	0	554
385	1	839
386	2	1844
387	2	3237
388	2	3174
389	0	1248
389	1	1939
390	0	3148
390	1	3347
391	0	3277
391	1	1939
392	0	3279
392	1	1778
393	2	21
394	0	2179
394	1	1939
395	2	484
396	0	267
396	1	2469
397	0	693
397	1	2471
398	0	1629
398	1	2233
399	0	1869
399	1	2713
400	0	3323
400	1	439
401	0	3330
401	1	2460
402	2	652
403	2	1176
404	2	3122
405	2	3212
406	2	3222
407	0	267
407	1	1449
408	0	2454
408	1	2651
409	0	1952
409	1	3208
410	0	1392
410	1	2307
411	2	635
412	2	1919
413	2	40
414	0	1392
414	1	955
415	0	3330
415	1	3208
416	0	1666
416	1	1778
417	2	2650
418	2	3465
419	2	290
420	0	2585
420	1	2501
421	2	1684
422	2	3102
423	2	3067
424	0	110
424	1	616
425	0	2412
425	1	3420
426	2	3294
427	2	562
428	0	320
428	1	1237
429	2	608
430	0	1248
430	1	919
431	2	131
432	2	367
433	0	2412
433	1	2180
434	2	2953
435	0	831
435	1	2243
436	0	2504
436	1	421
437	2	2616
438	0	110
438	1	962
439	0	1275
439	1	439
440	2	3367
441	0	884
441	1	919
442	0	1392
442	1	2567
443	0	1248
443	1	2471
444	0	3342
444	1	1662
445	0	2504
445	1	2892
446	0	2504
446	1	65
447	2	1018
448	2	750
449	2	929
450	0	110
450	1	2120
451	2	3063
452	0	1360
452	1	2233
453	0	3291
453	1	1749
454	2	3227
455	2	249
456	0	267
456	1	2233
457	0	1964
457	1	10
458	2	1350
459	0	2179
459	1	616
460	0	3148
460	1	2460
461	2	2678
462	2	851
463	0	780
463	1	1777
464	0	1275
464	1	2957
465	0	320
465	1	893
466	2	3273
467	0	2947
467	1	3181
468	0	554
468	1	2720
469	2	1076
470	0	809
470	1	2180
471	0	110
471	1	1800
472	0	831
472	1	1777
473	0	197
473	1	3181
474	0	2504
474	1	812
475	2	2701
476	2	147
477	2	1911
478	0	1780
478	1	421
479	0	267
479	1	1389
480	0	2606
480	1	2233
481	0	110
481	1	1757
482	0	2412
482	1	2069
483	0	320
483	1	1897
484	2	2497
485	2	1908
486	0	3148
486	1	686
487	2	304
488	2	823
489	2	397
490	0	2934
490	1	2714
491	2	2986
492	0	110
492	1	2460
493	0	3363
493	1	1760
494	2	113
495	0	320
495	1	3420
496	2	386
497	0	2504
497	1	1777
498	2	2747
499	0	1392
499	1	1897
500	2	3076
501	0	197
501	1	1662
502	2	1623
503	2	2795
504	2	1506
505	2	765
506	2	2291
507	2	2092
508	2	2137
509	0	831
509	1	812
510	0	1859
510	1	439
511	0	1869
511	1	664
512	0	2107
512	1	1237
513	0	554
513	1	1757
514	0	633
514	1	2471
515	2	2493
516	2	2376
517	2	1618
518	2	1080
519	0	320
519	1	1703
520	0	320
520	1	885
521	2	2295
522	2	2302
523	2	261
524	2	436
525	0	2293
525	1	2957
526	2	3427
527	2	1401
528	0	320
528	1	2307
529	0	2552
529	1	1939
530	2	1294
531	2	3315
532	2	2968
533	2	2808
534	0	2760
534	1	2957
535	0	2454
535	1	65
536	0	1028
536	1	2233
537	0	197
537	1	1921
538	0	3342
538	1	1921
539	0	571
539	1	2471
540	0	3290
540	1	2567
541	2	2030
542	0	2934
542	1	2233
543	0	1392
543	1	2696
544	0	3330
544	1	74
545	0	3342
545	1	2471
546	0	1869
546	1	812
547	2	109
548	2	2799
549	0	2412
549	1	813
550	2	3041
551	2	618
552	0	554
552	1	595
553	2	601
554	2	2020
555	0	3290
555	1	3208
556	2	2491
557	2	1590
558	0	3322
558	1	2471
559	0	2412
559	1	686
560	0	1275
560	1	1921
561	0	499
561	1	1449
562	2	351
563	0	2504
563	1	1449
564	2	2972
565	2	1998
566	0	2718
566	1	65
567	2	647
568	2	268
569	2	3013
570	2	2715
571	2	191
572	2	1044
573	2	1205
574	2	2614
575	2	1039
576	0	1248
576	1	2069
577	2	2075
578	0	1679
578	1	2233
579	0	2718
579	1	1939
580	0	630
580	1	970
581	0	1138
581	1	1237
582	2	1167
583	2	1067
584	2	277
585	2	3459
586	0	499
586	1	1662
587	2	2639
588	0	1472
588	1	1662
589	0	884
589	1	421
590	2	2558
591	0	1769
591	1	3181
592	2	70
593	0	831
593	1	2471
594	0	3148
594	1	14
595	2	801
596	2	904
597	2	5
598	2	2629
599	0	110
599	1	1397
600	0	1392
600	1	71
601	2	3274
602	0	499
602	1	3052
603	0	3342
603	1	285
604	0	3148
604	1	3420
605	0	554
605	1	2120
606	2	1588
607	0	1138
607	1	919
608	2	912
609	2	2676
610	2	1443
611	2	2066
612	2	675
613	0	499
613	1	2469
614	2	2921
615	0	2581
615	1	536
616	0	679
616	1	1389
617	0	110
617	1	677
618	2	2580
619	0	1392
619	1	74
620	0	1392
620	1	3347
621	2	1145
622	2	596
623	0	3330
623	1	2402
624	0	320
624	1	1613
625	2	2340
626	0	831
626	1	2713
627	0	3342
627	1	2892
628	0	1869
628	1	3208
629	0	3277
629	1	1449
630	0	1679
630	1	2243
631	2	2305
632	2	1222
633	0	110
633	1	2
634	2	3461
635	2	2516
636	2	3356
637	0	197
637	1	536
638	0	1838
638	1	3300
639	0	3148
639	1	421
640	0	3148
640	1	2054
641	0	3148
641	1	1939
642	0	3021
642	1	1921
643	2	260
644	0	110
644	1	1948
645	0	1275
645	1	2069
646	2	3128
647	2	3111
648	0	1392
648	1	1449
649	0	1392
649	1	3052
650	0	1392
650	1	1994
651	0	3330
651	1	1564
652	0	1629
652	1	65
653	0	320
653	1	916
654	0	460
654	1	2233
655	0	831
655	1	439
656	0	2107
656	1	919
657	2	625
658	0	333
658	1	1862
659	0	2330
659	1	919
660	2	2563
661	2	2487
662	2	177
663	0	1138
663	1	2713
664	0	2606
664	1	2878
665	0	110
665	1	1448
666	0	2706
666	1	1389
667	0	1392
667	1	2509
668	0	1248
668	1	664
669	0	197
669	1	2233
670	0	1679
670	1	2713
671	0	630
671	1	14
672	2	2373
673	2	2816
674	0	3021
674	1	1237
675	2	3178
676	2	76
677	2	219
678	0	3363
678	1	2069
679	0	1392
679	1	1749
680	2	1331
681	0	320
681	1	962
682	2	871
683	2	1262
684	2	1051
685	2	3115
686	2	3231
687	2	1448
688	0	110
688	1	133
689	0	2162
689	1	65
690	0	884
690	1	1237
691	0	802
691	1	919
692	2	468
693	2	2152
694	2	338
695	2	1419
696	0	1869
696	1	3347
697	0	3148
697	1	1777
698	0	3148
698	1	2346
699	0	1530
699	1	1389
700	0	3277
700	1	402
701	0	3290
701	1	1778
702	2	103
703	2	526
704	2	818
705	0	2606
705	1	3447
706	2	2279
707	2	1114
708	0	183
708	1	3181
709	2	1475
710	2	1630
711	0	1466
711	1	1703
712	0	831
712	1	2957
713	0	1869
713	1	2520
714	2	2980
715	2	1551
716	0	3290
716	1	439
717	0	3290
717	1	1237
718	2	2329
719	0	267
719	1	3208
720	0	3322
720	1	2957
721	0	1275
721	1	2445
722	2	925
723	0	1392
723	1	964
724	0	2626
724	1	421
725	0	2626
725	1	2243
726	0	831
726	1	536
727	0	499
727	1	2471
728	2	2181
729	2	1645
730	0	3342
730	1	2520
731	0	3148
731	1	1994
732	2	1250
733	0	554
733	1	1449
734	2	324
735	2	807
736	0	267
736	1	2714
737	0	2760
737	1	616
738	2	1863
739	2	854
740	0	2443
740	1	2957
741	0	2179
741	1	2346
742	2	1890
743	0	1249
743	1	439
744	0	452
744	1	2233
745	2	2197
746	0	1444
746	1	3181
747	2	1332
748	2	1562
749	2	25
750	2	1918
751	0	110
751	1	1994
752	2	3267
753	0	1392
753	1	3097
754	2	3483
755	0	3330
755	1	1760
756	2	198
757	0	320
757	1	2914
758	0	3158
758	1	3181
759	0	1769
759	1	1564
760	2	2763
761	2	3372
762	2	2669
763	0	3291
763	1	2713
764	0	2179
764	1	311
765	0	2293
765	1	2471
766	0	554
766	1	58
767	0	2581
767	1	439
768	2	1971
769	0	3290
769	1	2054
770	0	3290
770	1	2233
771	2	976
772	2	886
773	2	1661
774	2	340
775	2	331
776	0	780
776	1	1703
777	0	2412
777	1	1662
778	0	1275
778	1	65
779	2	821
780	0	1629
780	1	2243
781	0	320
781	1	148
782	2	1134
783	2	2870
784	0	499
784	1	536
785	0	1838
785	1	3300
786	0	1838
786	1	3300
787	0	1859
787	1	2957
788	0	3291
788	1	812
789	0	1685
789	1	3181
790	0	1679
790	1	2100
791	0	554
791	1	962
792	0	1874
792	1	2460
793	2	2415
794	2	3036
795	2	1660
796	0	2454
796	1	1338
797	0	1275
797	1	3181
798	0	3330
798	1	2720
799	0	2654
799	1	3181
800	2	2306
801	2	491
802	0	2443
802	1	2892
803	0	3148
803	1	3052
804	0	1679
804	1	1939
805	2	1622
806	2	2906
807	0	2934
807	1	3181
808	0	979
808	1	439
809	2	2687
810	0	110
810	1	2803
811	0	2412
811	1	1777
812	0	2412
812	1	2567
813	2	2572
814	0	320
814	1	3426
815	2	1343
816	0	499
816	1	776
817	0	499
817	1	1939
818	0	2552
818	1	776
819	0	1838
819	1	3300
820	0	3291
820	1	3420
821	0	1869
821	1	2471
822	0	554
822	1	2221
823	0	554
823	1	14
824	0	554
824	1	2714
825	0	269
825	1	1662
826	2	3340
827	0	2581
827	1	812
828	2	3410
829	2	2170
830	2	2129
831	2	619
832	2	2535
833	0	183
833	1	439
834	0	2412
834	1	2892
835	2	3456
836	2	1628
837	0	1392
837	1	2
838	0	1629
838	1	2892
839	0	320
839	1	387
840	2	1610
841	2	1384
842	0	96
842	1	1389
843	2	1302
844	2	513
845	2	2633
846	2	430
847	2	1174
848	2	2761
849	2	2201
850	0	2454
850	1	3388
851	0	1275
851	1	3347
852	2	2385
853	0	320
853	1	2593
854	0	320
854	1	3208
855	2	2913
856	0	882
856	1	1237
857	2	125
858	2	876
859	2	602
860	2	2467
861	0	1905
861	1	3181
862	2	1923
863	2	920
864	0	2511
864	1	421
865	0	557
865	1	1389
866	2	1183
867	0	1005
867	1	1662
868	2	803
869	2	804
870	2	1430
871	2	221
872	0	1780
872	1	1389
873	0	267
873	1	1338
874	0	1425
874	1	2069
875	0	1854
875	1	3181
876	0	693
876	1	919
877	2	3254
878	0	3330
878	1	1800
879	0	3330
879	1	2658
880	2	1591
881	2	1187
882	0	96
882	1	919
883	2	487
884	0	1248
884	1	893
885	0	1248
885	1	2100
886	2	77
887	0	2947
887	1	3447
888	0	2443
888	1	919
889	0	2179
889	1	2471
890	2	2292
891	2	723
892	0	333
892	1	812
893	0	3277
893	1	616
894	0	676
894	1	1777
895	2	1520
896	2	2132
897	2	1671
898	0	554
898	1	351
899	0	554
899	1	964
900	0	3279
900	1	2957
901	0	571
901	1	3420
902	2	462
903	0	1005
903	1	2714
904	2	3282
905	2	1887
906	2	3234
907	2	1102
908	2	2792
909	2	783
910	0	1173
910	1	1389
911	0	1392
911	1	1757
912	0	3330
912	1	2307
913	0	320
913	1	2460
914	0	320
914	1	58
915	0	460
915	1	2168
916	2	1927
917	2	1953
918	0	1869
918	1	536
919	0	1869
919	1	2714
920	0	3148
920	1	148
921	0	3148
921	1	2753
922	0	3277
922	1	3420
923	0	3277
923	1	3052
924	0	3277
924	1	2892
925	2	1391
926	0	554
926	1	2460
927	0	2581
927	1	3181
928	0	2581
928	1	3052
929	2	418
930	2	448
931	0	1383
931	1	1921
932	0	1005
932	1	2168
933	2	364
934	2	60
935	2	2948
936	2	1753
937	0	780
937	1	962
938	0	1138
938	1	2520
939	0	2606
939	1	2180
940	2	992
941	2	1100
942	0	2412
942	1	1564
943	2	1119
944	0	1392
944	1	2471
945	0	3330
945	1	622
946	0	2626
946	1	2233
947	0	3450
947	1	1956
948	0	882
948	1	1749
949	2	1516
950	2	2115
951	2	1213
952	2	174
953	0	831
953	1	402
954	0	1859
954	1	2233
955	0	1869
955	1	1760
956	2	2944
957	2	1130
958	2	654
959	2	2392
960	0	3277
960	1	1703
961	2	2327
962	0	554
962	1	2914
963	2	31
964	0	2637
964	1	3181
965	0	571
965	1	3052
966	0	3290
966	1	2914
967	2	767
968	2	3324
969	2	960
970	2	1349
971	2	3033
972	2	3478
973	2	1017
974	2	1750
975	0	780
975	1	387
976	2	301
977	2	1834
978	0	110
978	1	3097
979	0	3322
979	1	1749
980	0	3322
980	1	2567
981	0	3363
981	1	2100
982	0	1646
982	1	2762
983	2	1287
984	0	1392
984	1	1251
985	0	3330
985	1	1994
986	0	3450
986	1	2593
987	2	1300
988	2	2442
989	0	320
989	1	813
990	0	320
990	1	2741
991	0	1769
991	1	1389
992	0	1769
992	1	1662
993	2	1716
994	2	2282
995	2	1175
996	0	831
996	1	2469
997	0	1248
997	1	3052
998	2	398
999	0	3342
999	1	2243
1000	0	1869
1000	1	2469
1001	0	1869
1001	1	2720
1002	0	2504
1002	1	2469
1003	0	3277
1003	1	776
1004	0	3277
1004	1	2469
1005	2	1386
1006	0	1554
1006	1	3181
1007	2	963
1008	2	2779
1009	2	1631
1010	2	2400
1011	2	724
1012	2	1230
1013	0	1780
1013	1	919
1014	0	1780
1014	1	2714
1015	2	2422
1016	0	780
1016	1	2460
1017	0	1138
1017	1	1749
1018	0	2679
1018	1	2233
1019	2	3295
1020	2	2216
1021	0	320
1021	1	1862
1022	0	882
1022	1	1662
1023	0	1248
1023	1	2593
1024	2	1339
1025	2	275
1026	0	197
1026	1	919
1027	0	197
1027	1	1749
1028	0	3148
1028	1	1757
1029	0	3277
1029	1	2346
1030	0	1679
1030	1	3339
1031	0	554
1031	1	2708
1032	0	554
1032	1	2155
1033	0	2718
1033	1	664
1034	2	2926
1035	0	2958
1035	1	1921
1036	0	3279
1036	1	1777
1037	2	349
1038	0	3251
1038	1	3181
1039	2	409
1040	0	3021
1040	1	421
1041	2	1739
1042	0	2378
1042	1	1449
1043	2	1815
1044	0	780
1044	1	664
1045	0	1138
1045	1	3447
1046	2	740
1047	0	110
1047	1	3226
1048	0	3322
1048	1	1921
1049	0	3322
1049	1	812
1050	2	2644
1051	0	884
1051	1	439
1052	0	1208
1052	1	1778
1053	0	1368
1053	1	2501
1054	2	2133
1055	2	3257
1056	2	2703
1057	2	872
1058	2	2149
1059	2	1376
1060	0	499
1060	1	1921
1061	2	1934
1062	0	2443
1062	1	458
1063	0	2107
1063	1	3208
1064	0	2107
1064	1	2233
1065	0	2107
1065	1	812
1066	0	3148
1066	1	169
1067	0	3148
1067	1	2185
1068	2	1229
1069	0	518
1069	1	2714
1070	0	2293
1070	1	3447
1071	2	2668
1072	2	446
1073	0	554
1073	1	1800
1074	0	2718
1074	1	2221
1075	2	1507
1076	0	2429
1076	1	1921
1077	2	2615
1078	2	136
1079	2	2724
1080	2	2065
1081	2	699
1082	2	1374
1083	0	3021
1083	1	3339
1084	2	1698
1085	2	2890
1086	0	2606
1086	1	2243
1087	0	809
1087	1	919
1088	0	110
1088	1	2155
1089	0	183
1089	1	1662
1090	0	3363
1090	1	2233
1091	0	2412
1091	1	2708
1092	0	1422
1092	1	1239
1093	2	1968
1094	2	794
1095	0	3330
1095	1	1757
1096	2	1387
1097	0	320
1097	1	1080
1098	0	3473
1098	1	14
1099	2	2604
1100	0	1615
1100	1	1389
1101	2	3434
1102	2	3160
1103	2	1617
1104	2	1458
1105	2	226
1106	0	197
1106	1	1237
1107	0	2504
1107	1	2878
1108	0	3148
1108	1	2567
1109	0	38
1109	1	1921
1110	0	3401
1110	1	2233
1111	0	333
1111	1	1921
1112	2	1647
1113	2	2940
1114	0	554
1114	1	2364
1115	0	1307
1115	1	3420
1116	0	1584
1116	1	2043
1117	0	2581
1117	1	421
1118	2	994
1119	2	363
1120	2	1050
1121	2	256
1122	0	1593
1122	1	1921
1123	0	3093
1123	1	812
1124	2	1084
1125	0	3021
1125	1	2471
1126	0	267
1126	1	536
1127	0	267
1127	1	2892
1128	0	668
1128	1	2567
1129	2	1149
1130	0	1138
1130	1	1921
1131	0	1138
1131	1	812
1132	2	946
1133	2	1193
1134	2	1746
1135	0	3330
1135	1	1397
1136	0	320
1136	1	158
1137	0	882
1137	1	2892
1138	0	882
1138	1	1939
1139	2	903
1140	2	729
1141	2	1128
1142	2	2542
1143	2	648
1144	2	90
1145	2	815
1146	2	2116
1147	0	1248
1147	1	14
1148	0	499
1148	1	893
1149	2	1736
1150	2	1548
1151	0	2179
1151	1	1239
1152	0	3429
1152	1	812
1153	0	3323
1153	1	1237
1154	0	3148
1154	1	1160
1155	0	1768
1155	1	1237
1156	0	1435
1156	1	2713
1157	0	2502
1157	1	3052
1158	2	2499
1159	2	1893
1160	0	3277
1160	1	1749
1161	2	2732
1162	0	3042
1162	1	1389
1163	2	2851
1164	0	2023
1164	1	812
1165	2	1946
1166	2	926
1167	2	1198
1168	2	1713
1169	0	979
1169	1	2714
1170	0	267
1170	1	2969
1171	2	3047
1172	2	2810
1173	0	3322
1173	1	2460
1174	0	739
1174	1	421
1175	0	2454
1175	1	3423
1176	0	2412
1176	1	2054
1177	2	784
1178	0	1275
1178	1	1389
1179	2	3414
1180	0	1392
1180	1	2775
1181	0	1392
1181	1	65
1182	2	185
1183	2	961
1184	0	3330
1184	1	3226
1185	2	139
1186	0	320
1186	1	2544
1187	0	320
1187	1	1397
1188	0	447
1188	1	3181
1189	0	1295
1189	1	1389
1190	2	1127
1191	2	3069
1192	2	3154
1193	2	3236
1194	0	3342
1194	1	2969
1195	2	59
1196	0	3291
1196	1	813
1197	0	2179
1197	1	14
1198	0	2179
1198	1	2914
1199	0	3148
1199	1	955
1200	2	576
1201	2	3349
1202	0	3277
1202	1	1397
1203	0	2293
1203	1	1397
1204	0	2293
1204	1	1939
1205	2	2653
1206	0	766
1206	1	3181
1207	0	2581
1207	1	2520
1208	0	679
1208	1	2100
1209	0	571
1209	1	2402
1210	0	1456
1210	1	2180
1211	2	354
1212	2	3129
1213	0	3251
1213	1	776
1214	0	3021
1214	1	2069
1215	2	915
1216	2	41
1217	2	2534
1218	2	2981
1219	0	1780
1219	1	2684
1220	0	1780
1220	1	2469
1221	0	2393
1221	1	3181
1222	2	521
1223	2	911
1224	0	2606
1224	1	2892
1225	0	809
1225	1	2233
1226	2	49
1227	0	2412
1227	1	2663
1228	2	837
1229	0	1472
1229	1	812
1230	0	2507
1230	1	2713
1231	0	1392
1231	1	169
1232	0	2626
1232	1	536
1233	0	320
1233	1	3034
1234	0	320
1234	1	2244
1235	2	2811
1236	2	3430
1237	0	882
1237	1	2714
1238	0	882
1238	1	2713
1239	2	28
1240	2	1847
1241	2	2481
1242	0	2736
1242	1	3339
1243	0	2736
1243	1	2460
1244	0	831
1244	1	776
1245	0	1248
1245	1	58
1246	0	1248
1246	1	536
1247	0	499
1247	1	2402
1248	2	464
1249	2	2536
1250	2	2587
1251	0	2107
1251	1	2185
1252	0	3148
1252	1	2509
1253	0	3148
1253	1	1862
1254	2	1852
1255	0	2336
1255	1	1662
1256	0	2336
1256	1	2567
1257	0	1679
1257	1	2307
1258	2	1186
1259	0	554
1259	1	71
1260	0	554
1260	1	2663
1261	0	554
1261	1	3352
1262	0	669
1262	1	3181
1263	2	3442
1264	2	3020
1265	2	2453
1266	0	391
1266	1	919
1267	0	2023
1267	1	2713
1268	2	3328
1269	0	3021
1269	1	2180
1270	2	2319
1271	0	2934
1271	1	812
1272	2	1519
1273	2	3424
1274	2	1122
1275	2	1056
1276	2	889
1277	0	2606
1277	1	1449
1278	2	3078
1279	0	809
1279	1	3339
1280	0	809
1280	1	439
1281	0	110
1281	1	1934
1282	2	1010
1283	0	2454
1283	1	3447
1284	0	2454
1284	1	3112
1285	2	2335
1286	0	1646
1286	1	421
1287	0	1472
1287	1	1749
1288	0	1368
1288	1	2714
1289	0	1392
1289	1	1380
1290	2	4
1291	2	2123
1292	0	3330
1292	1	71
1293	0	3330
1293	1	1448
1294	0	2838
1294	1	3447
1295	0	320
1295	1	2859
1296	0	312
1296	1	2713
1297	2	1876
1298	2	544
1299	0	882
1299	1	812
1300	2	3425
1301	2	3099
1302	2	1776
1303	2	1433
1304	2	2657
1305	2	2391
1306	0	1248
1306	1	2509
1307	0	499
1307	1	1749
